AVERAGE_ATMOSP_PRESSURE,AVERAGE_FREE_FLOW_SPEED,AVERAGE_FREE_FLOW_TIME,AVERAGE_HUMIDITY,AVERAGE_TEMPERATURE,AVERAGE_TIME_DIFF,AVERAGE_WIND_SPEED,DARK,LIGHT,LOW_LIGHT,céu limpo,céu pouco nublado,day,hour,month,nublado,nuvens quebradas,weekday
1013.0,44.5,87.0,77.0,16.0,0.7,2.0,1,0,0,1,0,19,5,10,0,0,4
1018.0,44.9,82.4,93.0,17.0,1.2,5.0,1,0,0,0,0,9,0,8,0,1,3
1021.0,38.2,81.0,73.0,21.0,34.1,6.0,0,1,0,0,1,23,14,9,0,0,0
1015.0,32.1,80.4,82.0,15.0,43.7,3.0,0,1,0,0,0,19,11,4,0,1,4
1009.0,44.0,68.5,82.0,12.0,0.0,3.0,1,0,0,1,0,17,0,4,0,0,2
1024.0,48.9,63.1,100.0,4.0,7.5,3.0,1,0,0,1,0,21,7,1,0,0,0
1020.0,37.3,90.8,68.0,20.0,17.8,3.0,0,0,1,1,0,10,19,9,0,0,0
1012.0,37.3,95.4,81.0,12.0,20.1,3.0,0,1,0,0,0,25,11,11,0,1,6
1018.0,36.2,86.9,77.0,23.0,63.8,5.0,0,1,0,0,0,28,17,8,0,1,2
1014.0,41.4,90.7,100.0,20.0,46.5,6.0,0,1,0,0,0,25,9,7,0,1,3
1016.0,45.4,89.2,93.0,13.0,2.0,1.0,1,0,0,1,0,1,4,8,0,0,2
1010.0,43.0,69.5,93.0,11.0,3.2,6.0,1,0,0,0,0,18,1,4,0,1,3
1021.0,41.7,85.8,93.0,3.0,8.9,3.0,1,0,0,1,0,20,2,2,0,0,2
1020.0,36.8,61.9,63.0,20.0,4.2,1.0,1,0,0,1,0,12,23,5,0,0,6
1018.0,49.5,71.7,100.0,16.0,4.9,1.0,1,0,0,0,0,18,22,9,0,1,2
1014.0,35.6,92.6,100.0,6.0,1.4,1.0,1,0,0,0,0,1,4,11,0,1,3
1014.0,35.0,81.5,82.0,21.0,1.4,4.0,0,1,0,0,1,7,19,7,0,0,6
993.0,41.4,89.4,81.0,10.0,22.7,6.0,0,1,0,0,0,1,11,2,0,1,4
1016.0,45.8,72.6,100.0,19.0,3.6,3.0,1,0,0,0,0,18,0,8,0,1,6
1019.0,31.7,81.5,62.0,15.0,18.3,3.0,0,1,0,0,0,13,10,4,0,1,5
1020.0,40.1,82.7,87.0,14.0,42.0,3.0,0,1,0,0,0,1,16,11,0,1,3
1008.0,39.3,80.5,100.0,13.0,29.9,3.0,1,0,0,0,0,19,19,1,0,1,5
1017.0,36.0,63.0,93.0,13.0,5.1,2.0,1,0,0,0,0,22,2,5,0,1,2
1017.0,42.9,66.7,68.0,21.0,7.9,2.0,1,0,0,1,0,6,21,9,0,0,4
999.0,44.2,86.2,93.0,10.0,17.9,9.0,1,0,0,0,0,30,0,10,0,1,1
1019.0,47.0,84.2,100.0,13.0,0.0,8.0,0,1,0,0,0,10,9,2,0,1,6
1012.0,40.4,85.5,58.0,12.0,23.6,2.0,0,1,0,0,0,29,12,10,0,1,0
1015.0,43.3,85.2,57.0,22.0,9.8,4.0,1,0,0,1,0,17,20,8,0,0,4
1024.0,37.3,98.4,66.0,12.0,8.7,6.0,0,1,0,0,0,27,13,1,0,1,6
1014.0,42.2,88.8,100.0,18.0,14.7,1.0,1,0,0,0,0,18,4,8,0,1,6
1011.0,34.6,79.2,82.0,17.0,30.9,9.0,0,1,0,0,0,18,10,6,0,1,1
1023.0,32.9,78.5,93.0,14.0,178.6,5.0,1,0,0,0,0,1,17,12,0,1,5
1028.0,41.4,89.0,58.0,8.0,0.0,5.0,1,0,0,1,0,25,5,2,0,0,0
1019.0,47.3,92.1,100.0,14.0,0.0,0.0,1,0,0,1,0,1,5,10,0,0,0
1014.0,39.4,83.4,87.0,13.0,58.1,5.0,0,1,0,0,0,23,12,11,0,1,4
1015.0,39.9,67.1,93.0,12.0,0.0,1.0,1,0,0,0,0,9,3,5,0,1,3
1016.0,41.8,61.1,77.0,14.0,0.0,0.0,1,0,0,0,0,20,22,5,0,1,0
1013.0,42.0,83.8,93.0,18.0,6.9,4.0,1,0,0,0,0,9,5,8,0,1,4
1013.0,44.8,65.5,100.0,9.0,1.8,0.0,1,0,0,0,0,14,5,6,0,1,4
1017.0,33.8,70.5,68.0,21.0,19.7,4.0,0,1,0,0,1,27,11,5,0,0,0
1023.0,41.9,76.6,82.0,12.0,28.5,6.0,0,1,0,0,0,28,17,1,0,1,0
1018.0,37.7,64.9,93.0,15.0,2.2,1.0,1,0,0,0,0,27,0,5,0,1,0
1020.0,40.4,87.4,14.0,29.0,30.0,4.0,0,1,0,1,0,2,16,10,0,0,1
1017.0,44.6,68.1,67.0,15.0,98.1,8.0,0,1,0,0,1,17,17,5,0,0,4
985.0,47.8,71.3,96.0,11.0,0.0,0.0,1,0,0,0,0,19,0,11,0,1,0
1023.0,46.6,73.6,82.0,13.0,4.1,3.0,1,0,0,0,0,11,2,9,0,1,2
1017.0,36.1,84.7,77.0,22.0,11.1,6.0,0,1,0,0,1,29,13,6,0,0,5
1013.0,41.3,75.9,82.0,15.0,60.5,2.0,0,0,1,0,1,18,19,4,0,0,3
1023.0,46.3,82.8,87.0,12.0,0.0,5.0,1,0,0,0,0,11,5,9,0,1,2
1021.0,37.1,89.6,77.0,20.0,44.6,2.0,0,1,0,0,0,12,15,9,0,1,2
1022.0,36.4,93.1,58.0,12.0,10.5,3.0,1,0,0,1,0,14,21,2,0,0,3
1021.0,41.3,81.4,33.0,31.0,25.1,4.0,0,1,0,1,0,13,13,9,0,0,4
1019.0,44.7,73.3,93.0,18.0,1.9,1.0,1,0,0,0,0,30,1,9,1,0,0
1013.0,41.9,86.6,100.0,16.0,0.0,1.0,1,0,0,0,0,5,4,9,0,1,2
1015.0,43.4,83.4,93.0,18.0,0.0,2.0,1,0,0,0,0,25,4,7,0,1,2
1015.0,38.1,67.3,72.0,13.0,1.2,5.0,1,0,0,1,0,14,22,11,0,0,2
1022.0,40.3,77.4,100.0,15.0,4.7,1.0,1,0,0,0,0,28,0,9,0,1,5
1018.0,34.5,79.1,100.0,17.0,11.6,1.0,1,0,0,0,0,30,21,8,0,1,4
1012.0,34.5,93.6,88.0,17.0,6.2,5.0,0,1,0,0,0,10,14,11,0,1,5
1011.0,40.3,81.7,71.0,13.0,22.5,3.0,0,1,0,0,0,8,16,11,0,1,3
1009.0,35.3,87.7,63.0,19.0,20.7,5.0,0,1,0,1,0,17,12,11,0,0,5
1014.0,37.8,64.8,87.0,13.0,2.4,4.0,1,0,0,0,0,16,5,5,1,0,3
1032.0,47.7,72.6,100.0,7.0,0.0,1.0,0,1,0,0,0,8,8,12,0,1,5
1014.0,38.4,86.7,72.0,18.0,17.2,5.0,1,0,0,1,0,11,20,10,0,0,3
1018.0,44.0,85.5,66.0,11.0,0.0,0.0,1,0,0,1,0,4,5,10,0,0,3
1013.0,41.6,80.9,64.0,23.0,8.5,3.0,0,0,1,1,0,1,19,9,0,0,6
1002.0,42.7,83.7,87.0,12.0,0.5,2.0,1,0,0,0,0,5,0,11,0,1,0
1016.0,35.3,82.6,56.0,23.0,37.9,3.0,0,1,0,1,0,20,13,4,0,0,5
1020.0,37.5,92.5,87.0,8.0,2.6,3.0,1,0,0,1,0,17,4,2,0,0,6
1027.0,43.9,88.2,66.0,8.0,75.5,4.0,0,1,0,1,0,22,9,2,0,0,4
1020.0,46.9,71.7,93.0,10.0,1.7,3.0,1,0,0,1,0,25,0,1,0,0,4
1015.0,40.0,87.9,88.0,19.0,37.8,3.0,0,1,0,0,0,5,16,9,0,1,2
1014.0,45.5,79.8,82.0,12.0,64.5,3.0,1,0,0,1,0,23,19,11,0,0,4
1019.0,37.1,89.6,64.0,23.0,35.5,3.0,0,1,0,1,0,24,15,8,0,0,4
1021.0,34.1,67.3,93.0,16.0,7.1,1.0,1,0,0,0,0,11,23,5,0,1,5
1022.0,38.2,84.9,82.0,20.0,37.7,2.0,0,1,0,0,0,26,12,9,0,1,3
1009.0,34.8,88.4,100.0,9.0,7.4,2.0,1,0,0,1,0,31,21,10,0,0,2
1021.0,41.4,89.4,73.0,22.0,29.2,3.0,0,1,0,1,0,12,14,9,0,0,2
1013.0,45.8,84.1,76.0,10.0,0.0,5.0,1,0,0,0,0,8,5,11,0,1,3
1018.0,34.9,79.4,82.0,15.0,39.1,2.0,0,1,0,0,0,24,17,1,0,1,3
1016.0,37.8,63.8,93.0,15.0,1.8,9.0,1,0,0,0,0,30,4,6,0,1,6
1018.0,40.0,87.9,40.0,19.0,66.3,3.0,0,1,0,1,0,7,15,10,0,0,6
1014.0,32.4,85.0,82.0,12.0,57.4,5.0,0,1,0,0,0,25,17,4,0,1,3
1015.0,42.5,86.9,53.0,23.0,9.3,3.0,0,1,0,1,0,26,13,8,0,0,6
1024.0,39.8,76.8,71.0,12.0,31.9,4.0,1,0,0,1,0,21,18,1,0,0,0
1021.0,38.2,57.4,72.0,14.0,3.1,3.0,1,0,0,1,0,12,3,5,0,0,6
1025.0,43.3,87.4,55.0,14.0,2.8,3.0,1,0,0,1,0,24,4,10,0,0,2
1031.0,36.8,76.2,87.0,16.0,11.7,2.0,0,1,0,0,0,6,13,12,0,1,3
1022.0,37.0,91.2,77.0,17.0,5.4,7.0,1,0,0,1,0,9,20,8,0,0,3
1000.0,43.9,71.1,87.0,12.0,97.7,3.0,0,1,0,0,0,20,10,11,0,1,1
1029.0,49.7,78.2,71.0,11.0,1.6,3.0,1,0,0,1,0,23,4,2,0,0,5
1019.0,45.1,86.0,72.0,17.0,0.0,1.0,1,0,0,1,0,25,0,9,0,0,1
1012.0,44.1,64.8,100.0,15.0,32.9,5.0,0,1,0,0,0,9,19,5,0,1,3
1016.0,41.7,79.0,93.0,18.0,23.9,1.0,0,1,0,0,0,25,9,7,0,1,2
1020.0,41.3,81.9,100.0,15.0,3.0,1.0,1,0,0,0,0,16,0,9,0,1,6
1016.0,38.5,82.8,93.0,18.0,5.5,2.0,0,0,1,0,0,24,20,7,0,1,1
1017.0,44.7,80.6,87.0,15.0,6.9,0.0,1,0,0,1,0,30,22,8,0,0,3
1012.0,37.7,89.8,72.0,19.0,14.4,2.0,1,0,0,1,0,7,23,9,0,0,4
1017.0,39.3,79.9,100.0,14.0,2.6,4.0,0,1,0,0,0,14,8,4,0,1,6
1019.0,33.2,83.8,100.0,17.0,66.0,1.0,0,1,0,0,0,28,10,8,1,0,2
1011.0,41.8,74.8,76.0,13.0,0.0,3.0,1,0,0,1,0,1,4,4,0,0,0
1026.0,35.8,89.1,93.0,4.0,3.7,0.0,1,0,0,0,0,3,0,2,0,1,6
1013.0,37.1,70.4,93.0,18.0,31.4,0.0,0,0,1,0,1,23,20,6,0,0,6
1015.0,34.1,83.5,93.0,19.0,30.0,3.0,0,1,0,0,0,8,11,7,0,1,0
1020.0,34.6,66.1,60.0,21.0,10.1,0.0,1,0,0,1,0,30,23,5,0,0,3
1012.0,40.5,70.0,93.0,17.0,76.5,12.0,0,1,0,0,0,18,14,6,0,1,1
1023.0,36.7,66.3,100.0,12.0,2.5,4.0,1,0,0,0,0,28,3,4,0,1,6
1032.0,45.4,84.3,93.0,8.0,116.5,1.0,0,1,0,0,0,28,9,2,0,1,3
1022.0,35.1,73.4,100.0,12.0,28.4,1.0,1,0,0,0,0,4,17,12,0,1,1
1018.0,45.6,69.1,100.0,15.0,107.4,1.0,0,1,0,0,0,3,7,6,0,1,0
1031.0,44.7,75.5,93.0,13.0,5.0,1.0,1,0,0,0,0,6,23,12,0,1,3
1014.0,47.6,80.6,76.0,10.0,2.3,5.0,1,0,0,0,0,8,2,11,0,1,3
1021.0,44.2,87.6,64.0,20.0,53.9,5.0,0,1,0,1,0,10,16,8,0,0,4
1021.0,41.9,86.6,38.0,20.0,83.7,1.0,0,1,0,1,0,26,9,9,0,0,2
1020.0,45.7,88.3,93.0,15.0,0.7,2.0,1,0,0,0,0,29,4,8,0,1,2
1016.0,35.2,78.7,100.0,16.0,4.2,3.0,0,1,0,0,0,20,7,7,0,1,5
1030.0,42.0,95.1,87.0,12.0,19.0,0.0,1,0,0,0,0,27,20,2,0,1,2
1017.0,47.7,66.9,100.0,9.0,43.3,1.0,0,1,0,0,0,2,7,4,0,1,1
1016.0,36.5,81.9,63.0,17.0,35.3,4.0,0,1,0,1,0,16,12,4,0,0,1
1025.0,41.5,87.5,45.0,17.0,25.3,5.0,0,1,0,1,0,14,12,2,0,0,3
1015.0,38.7,73.6,72.0,15.0,8.8,5.0,1,0,0,1,0,14,20,11,0,0,2
1027.0,37.3,94.6,72.0,16.0,38.2,1.0,1,0,0,1,0,25,19,2,0,0,0
1022.0,39.9,68.4,93.0,9.0,0.0,2.0,0,1,0,0,0,8,7,6,0,1,5
1021.0,43.2,81.1,100.0,16.0,5.1,1.0,1,0,0,0,0,12,22,9,0,1,2
1029.0,42.5,89.2,93.0,11.0,5.6,2.0,1,0,0,0,0,28,21,2,0,1,3
1000.0,37.4,77.0,66.0,12.0,40.8,3.0,0,1,0,0,0,23,17,4,0,1,1
1019.0,44.5,85.0,100.0,16.0,3.7,0.0,1,0,0,1,0,24,2,8,0,0,4
1016.0,39.8,82.2,93.0,18.0,3.1,1.0,1,0,0,0,0,24,22,7,0,1,1
1022.0,45.1,76.0,76.0,12.0,5.7,5.0,1,0,0,0,0,28,7,11,1,0,2
1016.0,44.9,70.6,77.0,22.0,10.2,3.0,1,0,0,1,0,22,23,8,0,0,3
1001.0,39.0,70.7,76.0,8.0,1.3,6.0,1,0,0,1,0,24,0,4,0,0,2
1020.0,42.2,88.2,100.0,13.0,0.0,0.0,1,0,0,1,0,11,3,8,0,0,5
1011.0,45.7,77.8,93.0,12.0,85.3,6.0,0,1,0,0,0,6,8,11,0,1,1
1024.0,41.9,65.3,87.0,15.0,1.2,6.0,1,0,0,0,0,2,22,12,0,1,6
1016.0,39.9,86.0,88.0,17.0,2.6,3.0,0,1,0,0,0,20,9,6,0,1,3
1019.0,43.3,79.5,100.0,8.0,3.4,2.0,1,0,0,0,0,9,2,11,0,1,4
1017.0,38.6,83.3,56.0,21.0,14.2,4.0,0,1,0,1,0,14,14,11,0,0,2
1011.0,41.1,76.9,88.0,16.0,31.6,8.0,0,1,0,0,0,18,9,6,0,1,1
1014.0,35.7,77.8,82.0,13.0,0.6,3.0,1,0,0,0,0,13,22,6,0,1,3
1030.0,34.4,92.8,53.0,11.0,10.1,2.0,0,1,0,1,0,3,14,2,0,0,6
1016.0,42.6,91.4,100.0,19.0,2.1,1.0,1,0,0,0,0,6,5,8,0,1,0
1017.0,39.0,82.0,100.0,15.0,105.5,0.0,0,1,0,0,0,19,9,9,1,0,3
1018.0,43.6,90.2,72.0,19.0,21.2,6.0,0,1,0,1,0,31,19,7,0,0,1
1014.0,41.7,87.4,61.0,27.0,27.7,2.0,0,1,0,1,0,2,13,8,0,0,3
1016.0,38.3,79.3,71.0,13.0,3.3,6.0,1,0,0,1,0,16,21,5,0,0,3
1015.0,34.9,79.3,63.0,18.0,23.4,3.0,0,1,0,1,0,16,13,4,0,0,1
1017.0,38.6,86.4,83.0,24.0,69.4,3.0,0,1,0,0,1,27,16,8,0,0,1
1009.0,41.6,86.5,100.0,15.0,0.0,10.0,1,0,0,0,0,11,4,11,0,1,6
1023.0,39.7,84.8,41.0,25.0,27.4,5.0,0,0,1,1,0,12,19,9,0,0,3
1017.0,44.5,86.5,100.0,13.0,0.0,1.0,1,0,0,1,0,14,1,8,0,0,1
1020.0,32.1,81.8,63.0,15.0,28.1,3.0,0,1,0,1,0,25,15,1,0,0,4
1014.0,39.8,80.1,93.0,11.0,0.0,4.0,1,0,0,0,0,24,0,11,0,1,5
1019.0,37.9,81.4,100.0,18.0,13.8,2.0,1,0,0,0,0,30,22,8,0,1,4
1020.0,39.2,91.7,93.0,13.0,3.9,7.0,1,0,0,0,0,10,0,2,0,1,6
1017.0,37.5,84.5,93.0,17.0,5.3,2.0,1,0,0,0,0,17,23,7,0,1,2
1019.0,36.4,74.6,27.0,27.0,110.7,5.0,0,1,0,1,0,31,10,5,0,0,4
1023.0,39.4,80.7,63.0,16.0,11.3,4.0,0,1,0,0,0,11,13,12,0,1,1
1014.0,46.1,82.8,82.0,13.0,61.4,7.0,0,1,0,0,0,23,11,11,0,1,4
1012.0,40.0,87.9,66.0,13.0,0.0,2.0,1,0,0,1,0,9,2,10,0,0,1
1016.0,35.4,91.4,94.0,21.0,136.8,6.0,0,1,0,0,0,9,11,8,0,1,4
1007.0,40.7,80.9,71.0,14.0,21.3,6.0,0,1,0,0,0,5,12,11,0,1,0
1016.0,36.9,92.5,100.0,16.0,8.3,2.0,1,0,0,0,0,6,4,7,0,1,5
1018.0,39.6,88.3,88.0,20.0,41.8,3.0,0,1,0,0,0,18,15,9,0,1,1
1021.0,42.9,86.1,100.0,16.0,0.0,0.0,1,0,0,0,0,28,5,9,1,0,4
1016.0,37.7,64.6,93.0,17.0,0.0,4.0,1,0,0,0,1,29,0,6,0,0,5
1017.0,43.4,82.2,93.0,18.0,9.3,1.0,1,0,0,0,0,8,22,9,0,1,5
1028.0,34.4,94.4,71.0,13.0,41.7,3.0,0,1,0,1,0,5,17,2,0,0,1
1020.0,36.7,72.9,93.0,11.0,2.0,0.0,1,0,0,1,0,12,22,4,0,0,4
1021.0,44.6,75.8,93.0,18.0,5.9,0.0,1,0,0,0,0,20,23,9,1,0,3
1017.0,39.8,84.7,77.0,20.0,82.1,2.0,0,1,0,0,0,18,10,7,0,1,3
1016.0,40.3,67.5,82.0,14.0,4.8,4.0,1,0,0,0,0,28,2,5,0,1,1
1025.0,39.9,79.3,93.0,5.0,2.8,0.0,1,0,0,0,0,22,0,1,0,1,1
1016.0,40.4,85.9,53.0,23.0,28.8,6.0,0,1,0,1,0,2,10,9,0,0,0
1024.0,39.4,79.7,76.0,11.0,29.1,4.0,1,0,0,1,0,21,19,1,0,0,0
1021.0,38.6,71.3,100.0,14.0,3.4,1.0,1,0,0,0,0,11,0,5,0,1,5
1009.0,39.4,84.2,87.0,7.0,0.0,3.0,1,0,0,1,0,2,1,2,0,0,5
1019.0,38.5,85.6,34.0,25.0,62.1,6.0,0,1,0,1,0,3,10,9,0,0,1
1021.0,41.5,64.1,100.0,8.0,3.6,0.0,1,0,0,0,1,11,3,4,0,0,3
985.0,42.0,88.9,87.0,12.0,6.9,1.0,1,0,0,0,0,18,19,11,0,1,6
1014.0,49.7,86.4,77.0,17.0,0.0,1.0,1,0,0,1,0,1,4,9,0,0,5
1017.0,37.5,89.3,29.0,31.0,15.1,4.0,0,1,0,1,0,19,15,8,0,0,6
1024.0,34.0,85.9,87.0,15.0,16.2,7.0,0,1,0,0,0,2,13,12,0,1,6
1018.0,36.2,87.6,77.0,23.0,111.1,5.0,0,1,0,0,0,28,16,8,0,1,2
1020.0,42.4,86.1,68.0,20.0,31.3,6.0,0,1,0,1,0,28,14,9,0,0,4
1015.0,40.9,81.3,72.0,16.0,14.4,6.0,0,1,0,0,0,16,12,5,0,1,3
1011.0,44.2,73.4,93.0,11.0,25.9,5.0,0,1,0,0,0,22,14,11,0,1,3
1003.0,49.3,77.5,66.0,11.0,4.8,9.0,1,0,0,1,0,1,21,2,0,0,4
1014.0,39.8,88.3,93.0,20.0,94.9,4.0,0,1,0,0,0,4,9,7,0,1,3
1017.0,37.1,90.1,82.0,16.0,18.5,3.0,0,1,0,0,0,29,10,9,0,1,5
1017.0,40.2,85.8,100.0,17.0,7.7,3.0,1,0,0,0,0,24,0,7,0,1,2
1022.0,38.4,92.3,100.0,16.0,0.0,0.0,1,0,0,0,0,9,22,9,0,1,6
1024.0,44.5,85.4,69.0,22.0,14.4,3.0,0,1,0,1,0,23,12,9,0,0,6
1020.0,48.8,74.0,88.0,16.0,11.2,6.0,1,0,0,0,0,23,23,9,1,0,0
1008.0,39.1,91.6,88.0,17.0,7.8,7.0,1,0,0,0,0,21,5,9,0,1,5
1017.0,42.8,86.2,50.0,24.0,62.0,4.0,0,1,0,1,0,21,15,10,0,0,6
1021.0,40.9,80.4,77.0,16.0,60.5,5.0,0,1,0,0,0,23,10,9,0,1,0
1012.0,38.3,76.2,63.0,17.0,115.7,2.0,0,1,0,1,0,16,18,4,0,0,1
1006.0,43.5,80.9,93.0,12.0,45.9,5.0,1,0,0,0,0,25,17,11,0,1,6
1014.0,35.6,84.7,100.0,18.0,10.0,3.0,1,0,0,0,0,2,23,7,0,1,1
1017.0,42.4,86.1,93.0,18.0,53.3,2.0,0,1,0,0,0,28,16,8,0,1,1
1015.0,37.2,90.8,100.0,18.0,7.7,1.0,1,0,0,0,0,14,3,7,0,1,6
1019.0,33.0,78.3,72.0,16.0,18.9,3.0,0,1,0,0,0,13,12,4,0,1,5
1015.0,51.6,66.1,87.0,14.0,4.9,4.0,1,0,0,0,1,16,0,5,0,0,3
1011.0,40.4,87.4,73.0,21.0,107.9,4.0,0,1,0,0,0,13,16,10,0,1,5
1017.0,44.1,70.6,100.0,17.0,19.3,1.0,0,1,0,0,0,22,7,7,0,1,0
1007.0,38.1,79.0,67.0,15.0,11.5,0.0,1,0,0,1,0,9,20,10,0,0,1
1016.0,43.1,70.5,100.0,14.0,0.0,1.0,1,0,0,0,0,20,5,6,0,1,3
1015.0,42.5,87.4,100.0,18.0,0.0,3.0,1,0,0,0,0,22,2,8,0,1,2
1019.0,42.2,72.3,87.0,17.0,1.0,2.0,1,0,0,0,0,28,21,4,0,1,6
1016.0,45.4,81.6,93.0,17.0,21.2,2.0,1,0,0,0,0,18,19,9,0,1,2
1018.0,33.4,77.1,72.0,21.0,83.2,4.0,0,1,0,0,1,21,17,6,0,0,4
1011.0,43.5,87.4,100.0,17.0,0.0,2.0,1,0,0,0,0,3,6,9,0,1,0
1016.0,33.9,89.7,100.0,16.0,9.1,4.0,1,0,0,0,0,6,3,7,0,1,5
1019.0,41.1,73.1,77.0,17.0,30.5,6.0,0,1,0,0,0,10,18,6,0,1,0
1014.0,45.9,86.5,83.0,20.0,2.6,2.0,1,0,0,1,0,3,4,8,0,0,4
1019.0,35.2,88.5,77.0,15.0,4.0,3.0,0,1,0,0,0,1,13,11,0,1,3
1017.0,42.9,86.5,93.0,19.0,32.0,2.0,0,1,0,0,0,28,14,8,0,1,1
1020.0,41.4,88.6,71.0,11.0,0.0,2.0,1,0,0,1,0,4,6,3,0,0,0
1011.0,39.6,88.3,88.0,18.0,1.2,0.0,1,0,0,1,0,3,0,9,0,0,0
1016.0,38.4,79.6,72.0,16.0,39.8,8.0,0,1,0,1,0,2,17,4,0,0,1
1024.0,32.1,69.8,100.0,13.0,17.2,5.0,0,1,0,0,0,28,14,1,0,1,0
1017.0,44.8,86.3,25.0,32.0,10.4,5.0,0,1,0,1,0,19,13,8,0,0,6
1015.0,41.2,78.7,100.0,9.0,27.2,5.0,0,1,0,0,0,30,11,1,0,1,2
1014.0,40.6,76.2,82.0,16.0,21.7,7.0,0,1,0,0,0,16,15,5,0,1,3
1013.0,42.5,89.1,54.0,23.0,39.3,3.0,0,1,0,1,0,7,14,9,0,0,4
1013.0,41.3,86.4,62.0,14.0,3.4,1.0,1,0,0,1,0,8,22,10,0,0,0
1022.0,46.7,85.0,71.0,7.0,1.8,5.0,1,0,0,1,0,21,7,2,0,0,3
1017.0,47.4,73.9,100.0,16.0,6.9,1.0,0,1,0,0,0,24,7,8,0,1,5
1018.0,45.0,74.4,87.0,17.0,112.9,1.0,0,1,0,0,0,22,9,5,0,1,2
1020.0,36.7,61.7,72.0,16.0,3.8,4.0,1,0,0,1,0,26,3,5,0,0,6
1021.0,37.5,79.3,71.0,13.0,10.5,5.0,0,1,0,0,0,20,14,1,0,1,6
1019.0,42.5,82.4,88.0,19.0,25.9,3.0,0,1,0,0,0,31,9,7,0,1,1
1007.0,43.8,80.6,82.0,15.0,70.8,12.0,1,0,0,0,0,6,19,11,0,1,1
1023.0,39.0,87.5,64.0,21.0,92.5,3.0,0,1,0,1,0,12,11,8,0,0,0
1016.0,39.8,90.0,77.0,21.0,16.6,4.0,0,1,0,1,0,26,19,7,0,0,3
1017.0,36.3,97.3,82.0,14.0,35.4,2.0,0,0,1,0,0,17,18,2,0,1,6
1030.0,37.5,75.9,100.0,10.0,3.5,1.0,1,0,0,0,0,9,23,12,0,1,6
1019.0,46.8,70.8,93.0,12.0,111.2,4.0,0,0,1,0,1,23,7,9,0,0,0
1018.0,36.2,83.8,93.0,19.0,44.3,1.0,0,1,0,0,0,27,10,8,1,0,1
1001.0,41.4,75.1,76.0,9.0,9.7,4.0,1,0,0,0,0,23,23,4,0,1,1
1027.0,32.2,96.3,100.0,12.0,24.1,3.0,0,1,0,0,0,1,11,3,0,1,4
1014.0,37.4,81.0,50.0,22.0,30.4,4.0,0,1,0,1,0,7,11,9,0,0,4
1017.0,47.8,89.5,100.0,12.0,0.0,1.0,1,0,0,1,0,25,5,8,0,0,5
1020.0,35.7,61.5,93.0,12.0,3.5,1.0,1,0,0,0,0,15,2,6,0,1,5
1012.0,40.4,83.8,62.0,13.0,99.6,7.0,0,1,0,0,0,27,16,10,0,1,5
1027.0,39.0,91.2,82.0,11.0,2.9,3.0,1,0,0,1,0,21,22,2,0,0,3
1011.0,44.1,75.4,81.0,12.0,38.5,6.0,1,0,0,0,0,22,17,11,0,1,3
1024.0,42.0,74.7,93.0,5.0,0.0,1.0,1,0,0,0,0,22,4,1,0,1,1
1014.0,44.2,69.9,100.0,17.0,34.0,0.0,0,1,0,0,0,16,8,7,0,1,1
1015.0,40.0,88.3,87.0,16.0,14.5,2.0,1,0,0,1,0,5,19,10,0,0,4
