AVERAGE_ATMOSP_PRESSURE,AVERAGE_FREE_FLOW_SPEED,AVERAGE_FREE_FLOW_TIME,AVERAGE_HUMIDITY,AVERAGE_TEMPERATURE,AVERAGE_TIME_DIFF,AVERAGE_WIND_SPEED,DARK,LIGHT,LOW_LIGHT,céu limpo,céu pouco nublado,day,hour,month,nublado,nuvens quebradas,weekday
1016.0,43.6,82.7,93.0,13.0,2.4,0.0,1,0,0,0,0,4,3,11,0,1,6
1015.0,38.0,65.3,93.0,11.0,17.0,2.0,1,0,0,0,0,9,2,5,0,1,3
1021.0,35.5,93.8,81.0,11.0,8.2,1.0,0,1,0,0,0,4,9,3,0,1,0
1010.0,36.0,87.4,68.0,17.0,9.9,4.0,1,0,0,1,0,3,20,5,0,0,4
1018.0,47.3,76.0,100.0,17.0,5.9,2.0,1,0,0,0,0,17,1,8,0,1,5
1015.0,40.9,82.3,100.0,18.0,44.3,10.0,0,1,0,0,0,17,8,7,0,1,2
1022.0,40.4,67.3,100.0,11.0,0.0,2.0,0,1,0,0,0,11,7,5,0,1,5
1017.0,45.5,84.0,100.0,12.0,3.3,0.0,1,0,0,1,0,25,4,8,0,0,5
1020.0,41.2,69.5,93.0,10.0,28.9,0.0,1,0,0,1,0,25,20,1,0,0,4
1029.0,31.0,102.1,58.0,11.0,28.4,5.0,0,1,0,1,0,13,11,2,0,0,2
1016.0,35.1,87.2,93.0,18.0,3.4,1.0,1,0,0,0,0,14,2,7,0,1,6
1023.0,41.5,75.9,87.0,10.0,0.0,3.0,1,0,0,0,0,26,4,4,0,1,4
1014.0,45.0,80.6,100.0,16.0,2.0,0.0,1,0,0,0,0,16,6,10,0,1,1
1022.0,41.8,81.1,93.0,18.0,3.5,4.0,1,0,0,0,0,19,23,9,0,1,2
1022.0,47.8,72.1,100.0,13.0,0.0,0.0,1,0,0,0,0,4,4,12,0,1,1
1019.0,52.1,69.4,93.0,8.0,0.0,3.0,1,0,0,1,0,25,5,1,0,0,4
1014.0,35.6,89.8,69.0,28.0,56.7,2.0,0,1,0,1,0,11,11,7,0,0,3
1019.0,36.1,83.8,87.0,13.0,8.6,3.0,0,1,0,0,0,1,11,11,0,1,3
1021.0,45.0,76.2,100.0,10.0,7.7,3.0,1,0,0,0,0,30,6,11,0,1,4
1018.0,43.8,80.9,100.0,13.0,0.0,0.0,1,0,0,1,0,25,3,8,0,0,5
1020.0,44.7,63.9,100.0,16.0,66.9,0.0,0,1,0,0,0,1,7,7,0,1,0
1015.0,37.3,90.3,56.0,21.0,40.6,3.0,0,1,0,1,0,25,17,8,0,0,5
1021.0,45.0,73.0,100.0,13.0,104.7,2.0,0,0,1,0,0,25,7,9,0,1,2
1023.0,39.3,88.3,100.0,11.0,0.0,4.0,1,0,0,0,0,9,2,2,0,1,5
1011.0,44.7,87.9,46.0,12.0,179.0,6.0,0,0,1,0,0,28,17,10,0,1,6
1019.0,38.2,82.3,100.0,7.0,2.5,0.0,1,0,0,0,0,19,0,1,0,1,5
1018.0,46.4,89.8,100.0,16.0,4.6,1.0,1,0,0,0,0,15,1,9,0,1,5
986.0,42.0,75.3,86.0,14.0,15.4,1.0,0,1,0,0,0,19,12,11,0,1,0
1018.0,43.5,86.5,82.0,18.0,34.2,3.0,0,1,0,0,0,30,14,9,0,1,6
1018.0,45.6,82.1,100.0,15.0,8.8,10.0,1,0,0,0,0,19,2,8,0,1,0
1018.0,39.3,80.4,72.0,15.0,0.0,1.0,1,0,0,1,0,20,4,4,0,0,5
1020.0,47.7,83.3,100.0,12.0,0.0,0.0,0,1,0,1,0,11,6,8,0,0,5
1032.0,40.5,79.7,100.0,8.0,72.7,1.0,1,0,0,1,0,8,23,12,0,0,5
1009.0,40.1,82.7,100.0,11.0,0.0,1.0,1,0,0,0,0,11,20,11,0,1,6
1021.0,41.9,73.5,82.0,13.0,136.8,5.0,0,1,0,0,1,11,18,4,0,0,3
1023.0,35.3,72.7,87.0,15.0,10.9,6.0,1,0,0,0,0,2,20,12,0,1,6
1020.0,37.0,90.6,77.0,20.0,42.7,7.0,0,1,0,1,0,29,16,8,0,0,2
1020.0,44.5,87.7,69.0,21.0,12.8,2.0,0,1,0,1,0,11,11,8,0,0,5
1014.0,44.0,85.5,47.0,25.0,17.0,1.0,0,1,0,1,0,21,9,8,0,0,1
1017.0,37.5,85.7,72.0,19.0,13.0,2.0,0,0,1,1,0,30,19,8,0,0,3
1027.0,39.2,93.2,100.0,8.0,62.0,2.0,0,1,0,1,0,7,10,2,0,0,3
1014.0,42.5,77.7,62.0,14.0,4.1,6.0,1,0,0,0,0,26,0,11,0,1,0
1014.0,37.9,89.3,69.0,23.0,23.5,2.0,0,1,0,1,0,27,11,8,0,0,0
1019.0,44.8,68.2,100.0,11.0,0.0,6.0,1,0,0,0,0,23,2,1,1,0,2
1016.0,43.6,73.3,100.0,16.0,46.8,1.0,0,1,0,0,0,5,7,7,0,1,4
1021.0,36.5,69.2,71.0,15.0,112.6,5.0,0,1,0,0,1,11,15,4,0,0,3
1020.0,40.3,67.1,100.0,14.0,0.0,1.0,1,0,0,0,0,23,0,5,0,1,3
1023.0,37.8,82.8,71.0,14.0,25.7,5.0,0,1,0,0,0,27,14,11,0,1,1
1013.0,43.3,70.1,72.0,16.0,59.9,6.0,0,1,0,0,1,13,18,6,0,0,3
1013.0,35.8,71.1,72.0,16.0,1.7,2.0,1,0,0,1,0,21,1,4,0,0,6
1020.0,45.3,81.6,81.0,9.0,1.4,5.0,1,0,0,1,0,14,4,11,0,0,2
1017.0,40.9,87.0,100.0,14.0,1.9,0.0,1,0,0,1,0,30,2,9,0,0,6
1030.0,37.8,78.3,93.0,13.0,112.6,1.0,1,0,0,1,0,9,18,12,0,0,6
1021.0,46.8,72.3,87.0,11.0,0.0,4.0,1,0,0,0,0,26,0,4,0,1,4
1015.0,41.9,66.0,82.0,11.0,157.6,2.0,0,1,0,0,1,20,8,5,0,0,0
1009.0,41.1,80.0,93.0,14.0,27.7,10.0,0,1,0,0,0,6,14,11,0,1,1
1017.0,41.2,88.0,100.0,18.0,0.0,1.0,1,0,0,0,0,12,21,8,0,1,6
1013.0,47.7,72.6,93.0,11.0,1.3,4.0,1,0,0,0,0,24,4,11,0,1,5
1012.0,43.0,70.9,100.0,16.0,58.7,7.0,0,1,0,0,0,9,17,5,0,1,3
1014.0,45.5,74.1,100.0,16.0,5.3,7.0,0,1,0,0,0,19,6,7,0,1,4
1012.0,41.4,67.2,93.0,17.0,79.5,10.0,0,1,0,0,0,18,15,6,0,1,1
1020.0,43.0,82.2,82.0,19.0,0.0,1.0,1,0,0,0,0,29,21,7,0,1,6
1013.0,37.3,90.3,64.0,22.0,44.3,3.0,0,1,0,0,0,27,15,8,0,1,0
1014.0,33.6,93.6,83.0,23.0,19.9,2.0,0,1,0,0,0,16,13,7,0,1,1
1023.0,40.4,92.7,42.0,19.0,9.4,4.0,0,1,0,1,0,14,14,2,0,0,3
1017.0,39.2,70.7,76.0,12.0,2.8,8.0,1,0,0,0,0,29,2,11,0,1,3
1015.0,39.3,88.8,88.0,19.0,0.0,3.0,0,1,0,0,1,6,8,7,0,0,5
1022.0,44.0,83.7,100.0,15.0,3.5,3.0,1,0,0,0,1,24,23,9,0,0,1
1015.0,47.2,84.8,93.0,18.0,2.3,2.0,1,0,0,0,0,25,3,7,0,1,2
1021.0,43.5,71.5,100.0,15.0,2.7,2.0,1,0,0,0,0,25,23,9,0,1,2
1019.0,39.4,82.8,53.0,24.0,16.2,3.0,0,1,0,1,0,15,10,9,0,0,6
1008.0,36.2,85.9,81.0,13.0,13.5,2.0,0,1,0,0,0,21,13,11,0,1,2
1017.0,41.3,76.4,68.0,24.0,26.7,6.0,0,1,0,0,1,28,14,6,0,0,4
1012.0,44.1,78.7,82.0,18.0,7.0,3.0,1,0,0,0,0,20,21,9,0,1,4
1016.0,43.3,62.4,77.0,15.0,3.3,1.0,1,0,0,0,0,20,21,5,0,1,0
1023.0,45.1,86.6,66.0,7.0,120.7,6.0,0,1,0,1,0,21,9,2,0,0,3
1013.0,45.2,72.8,73.0,20.0,131.4,3.0,1,0,0,1,0,11,21,7,0,0,3
1015.0,47.4,72.2,87.0,8.0,0.0,3.0,1,0,0,1,0,3,4,4,0,0,2
1008.0,40.1,72.3,93.0,14.0,7.3,8.0,1,0,0,0,0,24,20,11,0,1,5
1012.0,44.0,87.0,100.0,17.0,46.0,3.0,0,1,0,0,0,3,8,9,0,1,0
1018.0,42.9,78.9,77.0,24.0,37.4,6.0,0,1,0,0,0,24,17,8,0,1,5
1011.0,40.1,81.9,100.0,15.0,7.8,7.0,1,0,0,0,0,11,0,11,1,0,6
1017.0,48.1,77.7,88.0,19.0,5.9,3.0,1,0,0,0,0,21,1,8,0,1,2
1023.0,39.8,79.3,93.0,9.0,0.0,2.0,1,0,0,1,0,5,0,12,0,0,2
1019.0,40.4,92.1,45.0,26.0,45.8,5.0,0,1,0,1,0,24,17,9,0,0,0
1018.0,34.5,79.2,64.0,24.0,16.6,2.0,0,1,0,0,1,2,14,6,0,0,6
1023.0,47.0,84.2,58.0,7.0,1.2,3.0,1,0,0,1,0,15,7,2,0,0,4
1033.0,39.6,74.4,93.0,11.0,136.4,1.0,1,0,0,1,0,8,20,12,0,0,5
1022.0,49.1,74.3,100.0,12.0,83.7,1.0,0,1,0,0,0,4,8,12,0,1,1
1002.0,39.4,69.9,59.0,18.0,0.0,3.0,1,0,0,1,0,18,3,11,0,0,6
1022.0,45.5,82.1,81.0,9.0,0.0,3.0,1,0,0,1,0,14,1,11,0,0,2
1013.0,37.5,87.8,64.0,22.0,32.9,2.0,0,0,1,0,0,6,19,9,0,1,3
1020.0,43.0,77.6,81.0,11.0,2.1,4.0,1,0,0,0,0,22,21,1,0,1,1
1024.0,49.3,67.7,87.0,10.0,71.2,1.0,1,0,0,1,0,26,19,11,0,0,0
1022.0,33.8,93.6,64.0,21.0,48.8,2.0,0,1,0,1,0,10,10,8,0,0,4
1013.0,39.8,84.3,100.0,17.0,2.3,2.0,1,0,0,0,0,8,3,7,0,1,0
1000.0,41.7,84.8,71.0,11.0,54.5,8.0,1,0,0,0,0,1,18,2,0,1,4
1023.0,39.1,92.9,87.0,11.0,0.0,5.0,0,1,0,0,0,3,8,3,0,1,6
1006.0,44.9,84.6,100.0,13.0,0.8,10.0,1,0,0,0,0,15,4,10,0,1,0
1022.0,43.1,70.7,82.0,12.0,0.0,1.0,1,0,0,0,0,10,0,6,0,1,0
1011.0,43.4,89.8,100.0,13.0,0.8,2.0,1,0,0,0,0,18,4,10,0,1,3
1012.0,33.9,93.8,53.0,10.0,20.0,7.0,1,0,0,0,0,28,19,10,0,1,6
1021.0,36.0,61.4,100.0,11.0,2.5,0.0,0,1,0,0,0,10,7,6,0,1,0
1017.0,51.7,78.0,93.0,9.0,3.3,3.0,1,0,0,1,0,18,3,2,0,0,0
996.0,41.5,86.4,76.0,9.0,37.7,7.0,0,1,0,0,0,1,16,2,0,1,4
1006.0,41.3,67.9,71.0,13.0,21.1,5.0,0,1,0,0,0,17,7,4,0,1,2
1019.0,42.5,79.8,100.0,17.0,23.4,1.0,0,1,0,0,0,30,9,8,0,1,4
1021.0,40.4,87.4,64.0,22.0,50.2,6.0,0,1,0,1,0,19,16,9,0,0,2
1017.0,38.8,77.5,100.0,15.0,6.9,11.0,1,0,0,0,0,18,4,7,0,1,3
1017.0,37.0,91.1,57.0,24.0,19.4,4.0,0,1,0,1,0,17,13,8,0,0,4
1020.0,44.9,72.1,93.0,18.0,2.9,2.0,1,0,0,0,0,29,21,8,0,1,3
1015.0,41.5,67.2,55.0,19.0,63.9,7.0,0,1,0,0,1,12,14,6,0,0,2
1015.0,36.1,82.3,93.0,17.0,53.2,5.0,0,1,0,0,0,7,14,5,0,1,1
1019.0,40.9,84.1,100.0,15.0,0.0,0.0,1,0,0,0,0,30,21,9,0,1,6
1024.0,34.9,96.5,48.0,17.0,31.1,1.0,0,1,0,1,0,15,15,2,0,0,4
1022.0,39.4,70.2,100.0,14.0,1.3,6.0,1,0,0,0,0,3,5,12,0,1,0
1020.0,42.9,87.9,100.0,16.0,0.0,0.0,1,0,0,0,0,21,4,9,1,0,4
1012.0,38.1,83.9,88.0,19.0,25.3,3.0,0,1,0,0,0,3,10,9,0,1,0
1016.0,40.9,88.6,93.0,18.0,0.0,1.0,1,0,0,0,0,26,2,7,0,1,3
1008.0,43.7,76.1,82.0,17.0,3.6,6.0,1,0,0,0,0,21,4,9,0,1,5
1020.0,42.8,81.6,100.0,12.0,129.4,1.0,0,1,0,0,0,1,8,10,0,1,0
1015.0,45.1,77.5,93.0,13.0,95.6,8.0,0,1,0,0,0,29,9,11,0,1,3
1025.0,39.2,81.6,72.0,17.0,74.8,1.0,0,1,0,1,0,11,9,9,0,0,2
1019.0,46.5,64.2,76.0,14.0,163.7,2.0,0,1,0,0,0,6,8,5,1,0,0
1016.0,45.9,79.0,100.0,14.0,95.6,0.0,0,0,1,0,0,19,7,9,1,0,3
1014.0,45.4,86.1,87.0,13.0,9.6,0.0,1,0,0,1,0,26,4,8,0,0,6
1021.0,40.0,90.1,68.0,20.0,47.0,2.0,0,1,0,1,0,12,16,9,0,0,2
1015.0,41.5,71.4,23.0,22.0,138.9,5.0,0,1,0,1,0,14,9,5,0,0,1
1019.0,43.9,89.1,64.0,28.0,20.5,3.0,0,1,0,1,0,4,13,9,0,0,2
1018.0,34.2,92.5,77.0,19.0,120.6,2.0,0,1,0,1,0,16,17,9,0,0,6
1018.0,41.1,80.6,48.0,17.0,6.3,4.0,1,0,0,1,0,7,5,9,0,0,5
1016.0,37.8,64.9,76.0,11.0,2.8,6.0,1,0,0,0,0,17,2,5,0,1,4
1015.0,34.7,93.5,82.0,21.0,41.3,3.0,0,1,0,0,1,7,17,7,0,0,6
1018.0,44.4,85.8,69.0,24.0,28.5,5.0,0,1,0,1,0,21,18,7,0,0,6
1015.0,45.8,81.1,54.0,27.0,5.1,4.0,1,0,0,1,0,2,20,9,0,0,0
1028.0,35.5,93.1,72.0,15.0,14.8,4.0,0,1,0,0,0,27,14,2,0,1,2
1014.0,42.6,83.0,54.0,30.0,41.7,6.0,0,1,0,1,0,10,16,7,0,0,2
1025.0,45.0,76.7,88.0,17.0,123.3,1.0,0,1,0,1,0,27,8,9,0,0,3
1015.0,38.3,64.5,93.0,9.0,8.4,3.0,1,0,0,0,0,19,3,5,0,1,6
1014.0,41.6,66.0,87.0,8.0,5.4,2.0,0,1,0,0,1,20,6,5,0,0,0
1020.0,42.9,85.6,54.0,13.0,2.9,0.0,1,0,0,1,0,4,1,10,0,0,3
1018.0,47.4,73.2,93.0,13.0,0.0,5.0,1,0,0,0,0,24,4,1,1,0,3
1021.0,49.1,75.7,87.0,4.0,71.1,5.0,0,1,0,1,0,20,8,2,0,0,2
1018.0,48.4,71.1,93.0,16.0,0.0,2.0,1,0,0,0,0,4,3,9,1,0,2
1011.0,43.0,74.0,93.0,15.0,3.6,5.0,1,0,0,0,0,22,1,9,0,1,6
1005.0,45.8,84.7,72.0,18.0,0.0,7.0,1,0,0,0,0,10,23,10,0,1,2
1018.0,37.6,87.6,54.0,27.0,27.3,3.0,0,1,0,1,0,15,14,9,0,0,6
1018.0,37.4,76.3,60.0,21.0,37.3,8.0,0,1,0,0,1,24,14,5,0,0,4
1024.0,36.9,87.9,93.0,15.0,21.4,6.0,0,1,0,0,0,3,13,12,0,1,0
1018.0,33.8,75.7,82.0,17.0,72.2,5.0,0,1,0,0,0,10,16,5,0,1,4
1016.0,37.9,64.8,81.0,11.0,1.7,5.0,1,0,0,0,1,17,5,5,0,0,4
1018.0,43.6,82.7,93.0,16.0,3.4,7.0,1,0,0,0,0,24,3,9,1,0,1
1024.0,32.3,94.2,72.0,17.0,51.7,3.0,0,1,0,1,0,21,17,2,0,0,3
1016.0,38.6,84.1,28.0,26.0,27.5,3.0,0,0,1,1,0,5,19,9,0,0,3
1020.0,35.5,100.0,93.0,14.0,52.8,9.0,1,0,0,0,0,3,19,3,0,1,6
1021.0,43.9,80.5,87.0,12.0,55.7,1.0,0,1,0,1,0,10,7,9,0,0,1
1018.0,37.4,89.8,100.0,17.0,14.7,3.0,0,0,1,0,0,28,19,8,0,1,1
1020.0,36.2,85.1,77.0,19.0,70.9,6.0,0,1,0,0,1,23,18,9,0,0,0
1021.0,36.9,91.0,93.0,11.0,0.0,1.0,0,1,0,1,0,10,6,8,0,0,4
1019.0,37.8,87.2,64.0,21.0,4.4,2.0,1,0,0,1,0,11,20,9,0,0,1
1005.0,45.1,85.3,93.0,10.0,0.6,1.0,1,0,0,0,0,31,2,10,0,1,2
1019.0,41.1,87.4,73.0,19.0,24.4,4.0,0,1,0,1,0,11,18,8,0,0,5
1018.0,36.6,92.5,82.0,20.0,129.7,4.0,0,1,0,0,0,13,14,8,0,1,0
1010.0,51.9,82.6,93.0,16.0,0.6,8.0,1,0,0,0,0,11,3,11,0,1,6
1020.0,42.0,74.0,93.0,7.0,0.0,3.0,1,0,0,1,0,12,5,4,0,0,4
1018.0,40.1,85.3,93.0,16.0,2.7,1.0,1,0,0,1,0,12,1,8,0,0,6
1028.0,51.5,80.1,70.0,5.0,3.7,5.0,1,0,0,1,0,13,7,2,0,0,2
1015.0,44.4,82.6,93.0,15.0,49.5,10.0,1,0,0,0,0,9,18,11,0,1,4
1023.0,44.0,82.9,36.0,26.0,36.4,3.0,0,1,0,1,0,23,16,10,0,0,1
1015.0,35.3,73.2,56.0,19.0,10.1,3.0,0,1,0,1,0,16,13,11,0,0,4
1016.0,42.0,78.0,53.0,21.0,78.4,6.0,0,1,0,1,0,2,9,9,0,0,0
1015.0,35.9,69.8,93.0,14.0,11.6,1.0,1,0,0,0,1,30,23,4,0,0,1
1019.0,37.4,92.3,82.0,20.0,63.9,3.0,0,1,0,0,0,13,11,8,0,1,0
1018.0,40.2,67.9,93.0,16.0,0.0,1.0,1,0,0,0,0,3,5,6,0,1,0
1020.0,44.9,84.6,93.0,17.0,3.2,0.0,1,0,0,1,0,12,1,9,0,0,2
1001.0,37.1,66.3,93.0,13.0,0.7,1.0,1,0,0,0,0,20,2,11,0,1,1
1022.0,39.3,87.4,77.0,22.0,23.9,3.0,0,1,0,0,1,10,12,8,0,0,5
1014.0,37.1,89.6,54.0,28.0,49.7,2.0,0,1,0,1,0,21,15,8,0,0,1
1019.0,47.4,87.1,93.0,17.0,5.9,2.0,1,0,0,1,0,4,2,9,0,0,2
1016.0,34.2,92.3,83.0,22.0,12.6,0.0,1,0,0,1,0,4,20,8,0,0,5
1027.0,46.0,71.7,48.0,11.0,89.7,4.0,0,1,0,1,0,10,10,12,0,0,0
1011.0,47.7,80.2,100.0,15.0,7.6,8.0,1,0,0,0,0,11,1,11,0,1,6
1010.0,40.0,89.3,64.0,23.0,55.0,4.0,0,1,0,0,0,13,15,10,0,1,5
1019.0,45.7,78.3,100.0,14.0,0.0,3.0,1,0,0,0,1,29,5,8,0,0,3
1014.0,45.5,84.3,87.0,14.0,0.0,1.0,1,0,0,0,0,14,20,10,0,1,6
1014.0,39.6,88.3,82.0,20.0,29.8,2.0,0,1,0,0,0,5,17,9,0,1,2
995.0,47.3,67.2,93.0,12.0,70.2,5.0,0,1,0,0,0,24,7,4,0,1,2
1018.0,37.6,90.9,69.0,26.0,51.4,4.0,0,1,0,0,0,21,16,7,0,1,6
1019.0,43.2,88.7,73.0,21.0,25.6,4.0,0,1,0,0,0,30,10,7,0,1,0
1017.0,38.1,79.4,78.0,20.0,13.3,3.0,0,1,0,0,1,20,10,7,0,0,5
1020.0,46.5,72.4,100.0,17.0,5.6,1.0,1,0,0,0,0,29,23,8,0,1,3
1013.0,34.5,82.7,73.0,23.0,17.5,5.0,0,1,0,0,1,3,12,7,0,0,2
1017.0,42.9,85.6,55.0,20.0,33.6,1.0,1,0,0,1,0,4,19,10,0,0,3
1017.0,40.0,88.8,73.0,20.0,20.2,2.0,0,1,0,1,0,24,19,8,0,0,4
1017.0,43.0,71.3,100.0,19.0,6.3,2.0,1,0,0,0,0,16,20,9,0,1,0
1017.0,42.8,90.1,100.0,14.0,5.7,0.0,1,0,0,1,0,14,3,8,0,0,1
1000.0,39.3,83.9,87.0,15.0,134.8,0.0,0,1,0,0,0,18,16,11,0,1,6
1012.0,31.5,93.2,64.0,10.0,28.9,1.0,0,1,0,0,0,4,16,2,0,1,0
1019.0,40.0,67.1,93.0,13.0,0.0,1.0,1,0,0,0,0,17,1,6,0,1,0
1017.0,43.3,76.8,93.0,21.0,59.6,2.0,0,1,0,0,0,19,14,9,0,1,3
1018.0,42.7,78.5,100.0,17.0,128.4,3.0,0,1,0,0,0,24,9,9,0,1,1
1013.0,35.4,81.2,55.0,18.0,30.7,5.0,1,0,0,0,0,22,22,6,0,1,5
1017.0,44.3,76.9,93.0,16.0,86.0,1.0,0,0,1,0,0,30,7,9,0,1,0
1016.0,43.2,72.7,93.0,17.0,15.2,1.0,0,1,0,0,0,23,7,8,0,1,4
1017.0,43.3,87.4,100.0,16.0,0.0,0.0,1,0,0,1,0,23,5,8,0,0,3
1018.0,40.5,88.0,73.0,18.0,34.2,2.0,0,1,0,1,0,14,10,8,0,0,1
1018.0,41.8,76.2,93.0,15.0,19.2,4.0,0,1,0,0,0,17,9,10,0,1,2
1023.0,44.6,68.6,93.0,7.0,0.7,0.0,1,0,0,0,0,29,0,1,0,1,1
1014.0,48.1,85.2,77.0,17.0,1.0,2.0,1,0,0,1,0,21,6,8,0,0,1
1013.0,39.6,81.7,93.0,19.0,8.9,1.0,1,0,0,0,0,12,2,7,0,1,4
1018.0,41.6,76.1,82.0,13.0,0.0,2.0,1,0,0,0,0,6,4,5,1,0,0
1014.0,38.8,88.1,54.0,31.0,65.3,5.0,0,1,0,1,0,10,15,7,0,0,2
1021.0,40.0,87.9,28.0,15.0,1.6,5.0,1,0,0,1,0,3,6,10,0,0,2
1023.0,42.3,89.9,81.0,12.0,9.9,2.0,1,0,0,1,0,11,3,9,0,0,2
1012.0,39.5,73.7,100.0,16.0,5.8,5.0,0,1,0,0,0,3,6,7,0,1,2
1009.0,46.6,82.4,93.0,15.0,2.2,9.0,1,0,0,0,0,11,5,11,0,1,6
1020.0,47.9,76.0,93.0,14.0,5.7,1.0,1,0,0,0,0,28,22,9,0,1,5
1019.0,45.3,82.9,100.0,15.0,4.5,0.0,1,0,0,0,0,28,23,9,0,1,4
1020.0,36.3,85.6,93.0,18.0,49.7,3.0,1,0,0,0,0,24,19,9,0,1,1
1021.0,39.0,87.9,100.0,17.0,21.8,1.0,0,1,0,0,0,9,10,9,0,1,6
1014.0,38.7,77.5,93.0,18.0,51.8,3.0,0,1,0,0,0,8,9,7,0,1,0
1018.0,41.9,87.0,88.0,17.0,80.5,4.0,0,1,0,0,0,30,15,9,0,1,6
1016.0,47.1,76.8,72.0,16.0,40.9,4.0,1,0,0,1,0,14,18,11,0,0,2
1022.0,40.5,77.0,25.0,29.0,32.1,2.0,0,1,0,1,0,30,13,5,0,0,3
1022.0,45.5,65.5,100.0,14.0,6.3,6.0,1,0,0,0,0,28,1,9,0,1,5
1011.0,33.7,79.8,71.0,14.0,4.2,0.0,1,0,0,1,0,16,20,4,0,0,1
1021.0,33.1,87.2,72.0,15.0,19.1,6.0,0,1,0,0,0,28,14,11,0,1,2
1021.0,45.7,70.2,87.0,11.0,0.0,5.0,1,0,0,0,0,25,23,4,0,1,3
1017.0,36.2,68.8,82.0,15.0,1.0,2.0,1,0,0,0,0,21,22,5,0,1,1
1025.0,42.6,70.7,93.0,8.0,54.9,4.0,0,1,0,0,0,5,8,12,0,1,2
1025.0,36.2,79.5,82.0,18.0,31.7,7.0,0,1,0,0,1,27,19,4,0,0,5
1017.0,43.4,83.3,88.0,17.0,48.7,5.0,1,0,0,0,0,29,23,6,0,1,5
1023.0,43.9,71.3,76.0,12.0,3.6,4.0,1,0,0,0,0,28,1,11,0,1,2
1017.0,41.5,67.4,63.0,19.0,24.8,8.0,0,1,0,0,1,11,18,6,0,0,1
997.0,38.7,74.9,87.0,13.0,9.4,8.0,0,0,1,0,0,22,19,4,0,1,0
1021.0,36.4,84.1,82.0,18.0,9.9,3.0,1,0,0,0,1,10,21,8,0,0,5
1017.0,48.4,78.2,100.0,19.0,13.0,4.0,1,0,0,0,0,27,20,8,0,1,1
1019.0,40.8,83.7,88.0,25.0,54.9,2.0,0,1,0,0,0,30,15,8,0,1,4
1013.0,33.8,85.0,83.0,23.0,19.2,3.0,0,1,0,0,0,16,19,7,0,1,1
1015.0,42.2,88.2,82.0,20.0,142.0,4.0,0,1,0,0,0,8,18,8,0,1,2
1019.0,33.4,82.9,93.0,16.0,42.6,2.0,0,1,0,0,0,30,11,4,0,1,1
1013.0,43.5,87.9,60.0,23.0,41.3,5.0,0,1,0,1,0,19,14,10,0,0,4
1020.0,40.9,87.8,100.0,15.0,6.8,0.0,1,0,0,0,0,16,1,9,0,1,6
1026.0,37.5,88.7,93.0,13.0,23.2,2.0,1,0,0,0,0,2,20,11,0,1,4
1014.0,41.7,82.3,88.0,24.0,24.4,2.0,0,1,0,0,0,26,18,8,0,1,0
1014.0,51.5,62.1,87.0,14.0,2.3,5.0,1,0,0,0,0,16,3,5,0,1,3
1019.0,46.2,87.9,100.0,11.0,0.0,0.0,1,0,0,1,0,30,6,8,0,0,3
1015.0,40.8,84.8,88.0,20.0,77.2,3.0,0,1,0,0,0,25,16,7,0,1,2
1018.0,41.3,83.9,81.0,9.0,4.4,1.0,1,0,0,0,0,29,22,1,0,1,1
1021.0,39.8,88.5,100.0,13.0,12.9,5.0,1,0,0,0,0,14,5,8,0,1,2
